0.15 0.05 0.0 0.133 0.033 0.0 0.133 0.033 -0.045 0.71900004 -0.694 0.0 0.69600004 -0.717 0.0 0.698 -0.717 -0.201 0.9966 0.9999 0.9998
0.133 0.033 -0.045 0.116000004 0.016 -0.037 0.096 0.015000001 -0.07300001 0.698 -0.717 -0.201 0.71300006 -0.702 -0.20400001 0.61300004 -0.71000004 -0.41000003 0.9998 0.9989 0.9968
0.096 0.015000001 -0.07300001 0.085 0.0 -0.059000004 0.062000003 0.0 -0.078 0.61300004 -0.71000004 -0.41000003 0.59800005 -0.71400005 -0.42000002 0.42800003 -0.726 -0.537 0.9968 0.9968 0.9935
0.096 0.015000001 -0.07300001 0.085 0.0 -0.059000004 0.116000004 0.016 -0.037 0.61300004 -0.71000004 -0.41000003 0.59800005 -0.71400005 -0.42000002 0.71300006 -0.702 -0.20400001 0.9968 0.9968 0.9989
0.133 0.033 -0.045 0.116000004 0.016 -0.037 0.133 0.033 0.0 0.698 -0.717 -0.201 0.71300006 -0.702 -0.20400001 0.69600004 -0.717 0.0 0.9998 0.9989 0.9999
0.133 0.033 0.0 0.116000004 0.016 0.0 0.116000004 0.016 -0.037 0.69600004 -0.717 0.0 0.711 -0.702 0.0 0.71300006 -0.702 -0.20400001 0.9999 0.9995 0.9989
0.116000004 0.016 -0.037 0.085 0.0 -0.059000004 0.1 0.0 -0.029000001 0.71300006 -0.702 -0.20400001 0.59800005 -0.71400005 -0.42000002 0.708 -0.707 -0.21200001 0.9989 0.9968 0.9982
0.116000004 0.016 -0.037 0.1 0.0 -0.029000001 0.116000004 0.016 0.0 0.71300006 -0.702 -0.20400001 0.708 -0.707 -0.21200001 0.711 -0.702 0.0 0.9989 0.9982 0.9995
0.116000004 0.016 0.0 0.1 0.0 0.0 0.1 0.0 -0.029000001 0.711 -0.702 0.0 0.707 -0.707 0.0 0.708 -0.707 -0.21200001 0.9995 1.0 0.9982
0.062000003 0.0 -0.078 0.072000004 0.015000001 -0.091000006 0.096 0.015000001 -0.07300001 0.42800003 -0.726 -0.537 0.42600003 -0.74500006 -0.51100004 0.61300004 -0.71000004 -0.41000003 0.9935 0.9953 0.9968
0.096 0.015000001 -0.07300001 0.112 0.032 -0.081 0.133 0.033 -0.045 0.61300004 -0.71000004 -0.41000003 0.60700005 -0.71800005 -0.395 0.698 -0.717 -0.201 0.9968 0.9968 0.9998
0.133 0.033 -0.045 0.15 0.05 -0.045 0.15 0.05 0.0 0.698 -0.717 -0.201 0.72200006 -0.693 -0.20600002 0.71900004 -0.694 0.0 0.9998 0.9959 0.9966
0.133 0.033 -0.045 0.15 0.05 -0.045 0.112 0.032 -0.081 0.698 -0.717 -0.201 0.72200006 -0.693 -0.20600002 0.60700005 -0.71800005 -0.395 0.9998 0.9959 0.9968
0.096 0.015000001 -0.07300001 0.112 0.032 -0.081 0.072000004 0.015000001 -0.091000006 0.61300004 -0.71000004 -0.41000003 0.60700005 -0.71800005 -0.395 0.42600003 -0.74500006 -0.51100004 0.9968 0.9968 0.9953
0.072000004 0.015000001 -0.091000006 0.083000004 0.031000001 -0.104 0.112 0.032 -0.081 0.42600003 -0.74500006 -0.51100004 0.47500002 -0.68200004 -0.564 0.60700005 -0.71800005 -0.395 0.9953 0.968 0.9968
0.112 0.032 -0.081 0.15 0.05 -0.045 0.128 0.048 -0.089 0.60700005 -0.71800005 -0.395 0.72200006 -0.693 -0.20600002 0.59000003 -0.726 -0.40600002 0.9968 0.9959 0.9989
0.112 0.032 -0.081 0.128 0.048 -0.089 0.083000004 0.031000001 -0.104 0.60700005 -0.71800005 -0.395 0.59000003 -0.726 -0.40600002 0.47500002 -0.68200004 -0.564 0.9968 0.9989 0.968
0.083000004 0.031000001 -0.104 0.093 0.047000002 -0.117000006 0.128 0.048 -0.089 0.47500002 -0.68200004 -0.564 0.411 -0.781 -0.46800002 0.59000003 -0.726 -0.40600002 0.968 0.9805 0.9989
0.093 0.047000002 -0.117000006 0.083000004 0.031000001 -0.104 0.047000002 0.029000001 -0.132 0.411 -0.781 -0.46800002 0.47500002 -0.68200004 -0.564 0.31800002 -0.694 -0.68600005 0.9805 0.968 0.9644
0.047000002 0.029000001 -0.132 0.043 0.014 -0.11400001 0.002 0.013 -0.120000005 0.31800002 -0.694 -0.68600005 0.26500002 -0.757 -0.633 0.045 -0.77400005 -0.669 0.9644 0.9879 0.9737
0.002 0.013 -0.120000005 0.006 0.0 -0.104 -0.022000002 0.0 -0.097 0.045 -0.77400005 -0.669 0.039 -0.75500005 -0.683 -0.141 -0.771 -0.62 0.9737 0.9772 0.968
0.002 0.013 -0.120000005 0.006 0.0 -0.104 0.043 0.014 -0.11400001 0.045 -0.77400005 -0.669 0.039 -0.75500005 -0.683 0.26500002 -0.757 -0.633 0.9737 0.9772 0.9879
0.047000002 0.029000001 -0.132 0.043 0.014 -0.11400001 0.083000004 0.031000001 -0.104 0.31800002 -0.694 -0.68600005 0.26500002 -0.757 -0.633 0.47500002 -0.68200004 -0.564 0.9644 0.9879 0.968
0.083000004 0.031000001 -0.104 0.072000004 0.015000001 -0.091000006 0.043 0.014 -0.11400001 0.47500002 -0.68200004 -0.564 0.42600003 -0.74500006 -0.51100004 0.26500002 -0.757 -0.633 0.968 0.9953 0.9879
0.043 0.014 -0.11400001 0.006 0.0 -0.104 0.039 0.0 -0.097 0.26500002 -0.757 -0.633 0.039 -0.75500005 -0.683 0.259 -0.73800004 -0.657 0.9879 0.9772 0.9849
0.043 0.014 -0.11400001 0.039 0.0 -0.097 0.072000004 0.015000001 -0.091000006 0.26500002 -0.757 -0.633 0.259 -0.73800004 -0.657 0.42600003 -0.74500006 -0.51100004 0.9879 0.9849 0.9953
0.072000004 0.015000001 -0.091000006 0.062000003 0.0 -0.078 0.039 0.0 -0.097 0.42600003 -0.74500006 -0.51100004 0.42800003 -0.726 -0.537 0.259 -0.73800004 -0.657 0.9953 0.9935 0.9849
-0.022000002 0.0 -0.097 -0.025 0.013 -0.113000005 0.002 0.013 -0.120000005 -0.141 -0.771 -0.62 -0.095000006 -0.83300006 -0.51100004 0.045 -0.77400005 -0.669 0.968 0.9914 0.9737
0.002 0.013 -0.120000005 0.006 0.028 -0.13800001 0.047000002 0.029000001 -0.132 0.045 -0.77400005 -0.669 0.125 -0.651 -0.814 0.31800002 -0.694 -0.68600005 0.9737 0.9224 0.9644
0.047000002 0.029000001 -0.132 0.058000002 0.045 -0.14500001 0.093 0.047000002 -0.117000006 0.31800002 -0.694 -0.68600005 0.23400001 -0.83500004 -0.53900003 0.411 -0.781 -0.46800002 0.9644 0.9968 0.9805
0.047000002 0.029000001 -0.132 0.058000002 0.045 -0.14500001 0.006 0.028 -0.13800001 0.31800002 -0.694 -0.68600005 0.23400001 -0.83500004 -0.53900003 0.125 -0.651 -0.814 0.9644 0.9968 0.9224
0.002 0.013 -0.120000005 0.006 0.028 -0.13800001 -0.025 0.013 -0.113000005 0.045 -0.77400005 -0.669 0.125 -0.651 -0.814 -0.095000006 -0.83300006 -0.51100004 0.9737 0.9224 0.9914
-0.025 0.013 -0.113000005 -0.029000001 0.027 -0.13000001 0.006 0.028 -0.13800001 -0.095000006 -0.83300006 -0.51100004 -0.185 -0.619 -0.90300006 0.125 -0.651 -0.814 0.9914 0.8638 0.9224
0.006 0.028 -0.13800001 0.058000002 0.045 -0.14500001 0.010000001 0.043 -0.156 0.125 -0.651 -0.814 0.23400001 -0.83500004 -0.53900003 0.030000001 -0.91200006 -0.44700003 0.9224 0.9968 0.9928
0.006 0.028 -0.13800001 0.010000001 0.043 -0.156 -0.029000001 0.027 -0.13000001 0.125 -0.651 -0.814 0.030000001 -0.91200006 -0.44700003 -0.185 -0.619 -0.90300006 0.9224 0.9928 0.8638
-0.029000001 0.027 -0.13000001 -0.033 0.041 -0.14600001 0.010000001 0.043 -0.156 -0.185 -0.619 -0.90300006 -0.021000002 -0.95600003 -0.291 0.030000001 -0.91200006 -0.44700003 0.8638 0.9611 0.9928
-0.033 0.041 -0.14600001 -0.029000001 0.027 -0.13000001 -0.07300001 0.025 -0.120000005 -0.021000002 -0.95600003 -0.291 -0.185 -0.619 -0.90300006 -0.37100002 -0.634 -0.85400003 0.9611 0.8638 0.8547
-0.07300001 0.025 -0.120000005 -0.062000003 0.012 -0.105000004 -0.09200001 0.012 -0.07700001 -0.37100002 -0.634 -0.85400003 -0.28100002 -0.84800005 -0.45900002 -0.432 -0.86200005 -0.31500003 0.8547 0.9791 0.9632
-0.09200001 0.012 -0.07700001 -0.07700001 0.0 -0.07 -0.09 0.0 -0.043 -0.432 -0.86200005 -0.31500003 -0.46300003 -0.80100006 -0.418 -0.53000003 -0.808 -0.25500003 0.9632 0.959 0.9585
-0.09200001 0.012 -0.07700001 -0.07700001 0.0 -0.07 -0.062000003 0.012 -0.105000004 -0.432 -0.86200005 -0.31500003 -0.46300003 -0.80100006 -0.418 -0.28100002 -0.84800005 -0.45900002 0.9632 0.959 0.9791
-0.07300001 0.025 -0.120000005 -0.062000003 0.012 -0.105000004 -0.029000001 0.027 -0.13000001 -0.37100002 -0.634 -0.85400003 -0.28100002 -0.84800005 -0.45900002 -0.185 -0.619 -0.90300006 0.8547 0.9791 0.8638
-0.029000001 0.027 -0.13000001 -0.025 0.013 -0.113000005 -0.062000003 0.012 -0.105000004 -0.185 -0.619 -0.90300006 -0.095000006 -0.83300006 -0.51100004 -0.28100002 -0.84800005 -0.45900002 0.8638 0.9914 0.9791
-0.062000003 0.012 -0.105000004 -0.07700001 0.0 -0.07 -0.051000003 0.0 -0.091000006 -0.28100002 -0.84800005 -0.45900002 -0.46300003 -0.80100006 -0.418 -0.324 -0.78700006 -0.559 0.9791 0.959 0.9661
-0.062000003 0.012 -0.105000004 -0.051000003 0.0 -0.091000006 -0.025 0.013 -0.113000005 -0.28100002 -0.84800005 -0.45900002 -0.324 -0.78700006 -0.559 -0.095000006 -0.83300006 -0.51100004 0.9791 0.9661 0.9914
-0.025 0.013 -0.113000005 -0.022000002 0.0 -0.097 -0.051000003 0.0 -0.091000006 -0.095000006 -0.83300006 -0.51100004 -0.141 -0.771 -0.62 -0.324 -0.78700006 -0.559 0.9914 0.968 0.9661
-0.09 0.0 -0.043 -0.105000004 0.012 -0.05 -0.09200001 0.012 -0.07700001 -0.53000003 -0.808 -0.25500003 -0.32200003 -0.87000006 -0.16600001 -0.432 -0.86200005 -0.31500003 0.9585 0.9891 0.9632
-0.09200001 0.012 -0.07700001 -0.104 0.024 -0.091000006 -0.07300001 0.025 -0.120000005 -0.432 -0.86200005 -0.31500003 -0.731 -0.624 -0.82800007 -0.37100002 -0.634 -0.85400003 0.9632 0.8006 0.8547
-0.07300001 0.025 -0.120000005 -0.07700001 0.039 -0.136 -0.033 0.041 -0.14600001 -0.37100002 -0.634 -0.85400003 -0.083000004 -1.0020001 -0.135 -0.021000002 -0.95600003 -0.291 0.8547 0.9479 0.9611
-0.07300001 0.025 -0.120000005 -0.07700001 0.039 -0.136 -0.104 0.024 -0.091000006 -0.37100002 -0.634 -0.85400003 -0.083000004 -1.0020001 -0.135 -0.731 -0.624 -0.82800007 0.8547 0.9479 0.8006
-0.09200001 0.012 -0.07700001 -0.104 0.024 -0.091000006 -0.105000004 0.012 -0.05 -0.432 -0.86200005 -0.31500003 -0.731 -0.624 -0.82800007 -0.32200003 -0.87000006 -0.16600001 0.9632 0.8006 0.9891
-0.105000004 0.012 -0.05 -0.120000005 0.024 -0.057000004 -0.104 0.024 -0.091000006 -0.32200003 -0.87000006 -0.16600001 -1.034 -0.652 -0.508 -0.731 -0.624 -0.82800007 0.9891 0.7696 0.8006
-0.104 0.024 -0.091000006 -0.07700001 0.039 -0.136 -0.115 0.037 -0.105000004 -0.731 -0.624 -0.82800007 -0.083000004 -1.0020001 -0.135 0.018000001 -1.003 0.011000001 0.8006 0.9479 0.8489
-0.104 0.024 -0.091000006 -0.115 0.037 -0.105000004 -0.120000005 0.024 -0.057000004 -0.731 -0.624 -0.82800007 0.018000001 -1.003 0.011000001 -1.034 -0.652 -0.508 0.8006 0.8489 0.7696
-0.120000005 0.024 -0.057000004 -0.135 0.036000002 -0.065000005 -0.115 0.037 -0.105000004 -1.034 -0.652 -0.508 0.08800001 -0.99500006 0.019000001 0.018000001 -1.003 0.011000001 0.7696 0.7993 0.8489
-0.135 0.036000002 -0.065000005 -0.120000005 0.024 -0.057000004 -0.13900001 0.023000002 -0.016 0.08800001 -0.99500006 0.019000001 -1.034 -0.652 -0.508 -1.1120001 -0.65900004 -0.33800003 0.7993 0.7696 0.7758
-0.13900001 0.023000002 -0.016 -0.12100001 0.011000001 -0.016 -0.11800001 0.012 0.024 -1.1120001 -0.65900004 -0.33800003 -0.397 -0.87700003 0.002 -0.39100003 -0.878 0.19700001 0.7758 0.9855 0.974
-0.11800001 0.012 0.024 -0.10300001 0.0 0.016 -0.09 0.0 0.043 -0.39100003 -0.878 0.19700001 -0.59800005 -0.81500006 0.09200001 -0.53000003 -0.808 0.25500003 0.974 0.9608 0.9581
-0.11800001 0.012 0.024 -0.10300001 0.0 0.016 -0.12100001 0.011000001 -0.016 -0.39100003 -0.878 0.19700001 -0.59800005 -0.81500006 0.09200001 -0.397 -0.87700003 0.002 0.974 0.9608 0.9855
-0.13900001 0.023000002 -0.016 -0.12100001 0.011000001 -0.016 -0.120000005 0.024 -0.057000004 -1.1120001 -0.65900004 -0.33800003 -0.397 -0.87700003 0.002 -1.034 -0.652 -0.508 0.7758 0.9855 0.7696
-0.120000005 0.024 -0.057000004 -0.105000004 0.012 -0.05 -0.12100001 0.011000001 -0.016 -1.034 -0.652 -0.508 -0.32200003 -0.87000006 -0.16600001 -0.397 -0.87700003 0.002 0.7696 0.9891 0.9855
-0.12100001 0.011000001 -0.016 -0.10300001 0.0 0.016 -0.10300001 0.0 -0.016 -0.397 -0.87700003 0.002 -0.59800005 -0.81500006 0.09200001 -0.59800005 -0.81500006 -0.09200001 0.9855 0.9608 0.9598
-0.12100001 0.011000001 -0.016 -0.10300001 0.0 -0.016 -0.105000004 0.012 -0.05 -0.397 -0.87700003 0.002 -0.59800005 -0.81500006 -0.09200001 -0.32200003 -0.87000006 -0.16600001 0.9855 0.9598 0.9891
